web-scraper-start-url	playerlink	playerlink-href
http://m.yankees.mlb.com/cle/roster/40-man/	Roberto Perez	http://m.yankees.mlb.com/player/547379/roberto-perez
http://m.yankees.mlb.com/cle/roster/40-man/	Francisco Lindor	http://m.yankees.mlb.com/player/596019/francisco-lindor
http://m.yankees.mlb.com/cle/roster/40-man/	Julian Merryweather	http://m.yankees.mlb.com/player/657240/julian-merryweather
http://m.yankees.mlb.com/cle/roster/40-man/	Abraham Almonte	http://m.yankees.mlb.com/player/501659/abraham-almonte
http://m.yankees.mlb.com/cle/roster/40-man/	Mike Clevinger	http://m.yankees.mlb.com/player/605182/mike-clevinger
web-scraper-start-url	playerlink	playerlink-href
http://m.yankees.mlb.com/kc/roster/40-man/	Joakim Soria	http://m.yankees.mlb.com/player/465657/joakim-soria
http://m.yankees.mlb.com/kc/roster/40-man/	Danny Duffy	http://m.yankees.mlb.com/player/518633/danny-duffy
http://m.yankees.mlb.com/kc/roster/40-man/	Kelvin Herrera	http://m.yankees.mlb.com/player/516969/kelvin-herrera
http://m.yankees.mlb.com/kc/roster/40-man/	Cheslor Cuthbert	http://m.yankees.mlb.com/player/596144/cheslor-cuthbert
http://m.yankees.mlb.com/kc/roster/40-man/	Salvador Perez	http://m.yankees.mlb.com/player/521692/salvador-perez
http://m.yankees.mlb.com/kc/roster/40-man/	Miguel Almonte	http://m.yankees.mlb.com/player/602083/miguel-almonte
http://m.yankees.mlb.com/kc/roster/40-man/	Ian Kennedy	http://m.yankees.mlb.com/player/453178/ian-kennedy
http://m.yankees.mlb.com/kc/roster/40-man/	Mike Morin	http://m.yankees.mlb.com/player/573046/mike-morin
http://m.yankees.mlb.com/kc/roster/40-man/	Terrance Gore	http://m.yankees.mlb.com/player/605253/terrance-gore
http://m.yankees.mlb.com/kc/roster/40-man/	Bubba Starling	http://m.yankees.mlb.com/player/605490/bubba-starling
http://m.yankees.mlb.com/kc/roster/40-man/	Jorge Bonifacio	http://m.yankees.mlb.com/player/593528/jorge-bonifacio
http://m.yankees.mlb.com/kc/roster/40-man/	Meibrys Viloria	http://m.yankees.mlb.com/player/650619/meibrys-viloria
http://m.yankees.mlb.com/kc/roster/40-man/	Samir Duenez	http://m.yankees.mlb.com/player/642279/samir-duenez
http://m.yankees.mlb.com/kc/roster/40-man/	Ramon Torres	http://m.yankees.mlb.com/player/593527/ramon-torres
http://m.yankees.mlb.com/kc/roster/40-man/	Raul Mondesi	http://m.yankees.mlb.com/player/609275/raul-mondesi
http://m.yankees.mlb.com/kc/roster/40-man/	Brian Flynn	http://m.yankees.mlb.com/player/543169/brian-flynn
http://m.yankees.mlb.com/kc/roster/40-man/	Eric Skoglund	http://m.yankees.mlb.com/player/607215/eric-skoglund
http://m.yankees.mlb.com/kc/roster/40-man/	Scott Alexander	http://m.yankees.mlb.com/player/518397/scott-alexander
http://m.yankees.mlb.com/kc/roster/40-man/	Brandon Maurer	http://m.yankees.mlb.com/player/543506/brandon-maurer
http://m.yankees.mlb.com/kc/roster/40-man/	Billy Burns	http://m.yankees.mlb.com/player/542993/billy-burns
http://m.yankees.mlb.com/kc/roster/40-man/	Ryan Buchter	http://m.yankees.mlb.com/player/488748/ryan-buchter
http://m.yankees.mlb.com/kc/roster/40-man/	Jakob Junis	http://m.yankees.mlb.com/player/596001/jakob-junis
http://m.yankees.mlb.com/kc/roster/40-man/	Paulo Orlando	http://m.yankees.mlb.com/player/449181/paulo-orlando
http://m.yankees.mlb.com/kc/roster/40-man/	Nate Karns	http://m.yankees.mlb.com/player/501992/nate-karns
http://m.yankees.mlb.com/kc/roster/40-man/	Drew Butera	http://m.yankees.mlb.com/player/460077/drew-butera
http://m.yankees.mlb.com/kc/roster/40-man/	Brandon Moss	http://m.yankees.mlb.com/player/461235/brandon-moss
http://m.yankees.mlb.com/kc/roster/40-man/	Kyle Zimmer	http://m.yankees.mlb.com/player/622092/kyle-zimmer
http://m.yankees.mlb.com/kc/roster/40-man/	Hunter Dozier	http://m.yankees.mlb.com/player/641531/hunter-dozier
http://m.yankees.mlb.com/kc/roster/40-man/	Whit Merrifield	http://m.yankees.mlb.com/player/593160/whit-merrifield
http://m.yankees.mlb.com/kc/roster/40-man/	Alex Gordon	http://m.yankees.mlb.com/player/460086/alex-gordon
http://m.yankees.mlb.com/kc/roster/40-man/	Cam Gallagher	http://m.yankees.mlb.com/player/595956/cam-gallagher
http://m.yankees.mlb.com/kc/roster/40-man/	Eric Stout	http://m.yankees.mlb.com/player/657770/eric-stout
http://m.yankees.mlb.com/kc/roster/40-man/	Jorge Soler	http://m.yankees.mlb.com/player/624585/jorge-soler
http://m.yankees.mlb.com/kc/roster/40-man/	Sam Gaviglio	http://m.yankees.mlb.com/player/543208/sam-gaviglio
http://m.yankees.mlb.com/kc/roster/40-man/	Kevin McCarthy	http://m.yankees.mlb.com/player/641838/kevin-mccarthy
http://m.yankees.mlb.com/kc/roster/40-man/	Andres Machado	http://m.yankees.mlb.com/player/600921/andres-machado
http://m.yankees.mlb.com/kc/roster/40-man/	Jason Hammel	http://m.yankees.mlb.com/player/434628/jason-hammel
http://m.yankees.mlb.com/kc/roster/40-man/	Tim Hill	http://m.yankees.mlb.com/player/657612/tim-hill
web-scraper-start-url	playerlink	playerlink-href
http://m.yankees.mlb.com/det/roster/40-man/	Mikie Mahtook	http://m.yankees.mlb.com/player/543484/mikie-mahtook
http://m.yankees.mlb.com/det/roster/40-man/	Gregory Soto	http://m.yankees.mlb.com/player/642397/gregory-soto
http://m.yankees.mlb.com/det/roster/40-man/	Jordan Zimmermann	http://m.yankees.mlb.com/player/519455/jordan-zimmermann
http://m.yankees.mlb.com/det/roster/40-man/	James McCann	http://m.yankees.mlb.com/player/543510/james-mccann
http://m.yankees.mlb.com/det/roster/40-man/	Warwick Saupold	http://m.yankees.mlb.com/player/599683/warwick-saupold
http://m.yankees.mlb.com/det/roster/40-man/	Daniel Stumpf	http://m.yankees.mlb.com/player/621385/daniel-stumpf
http://m.yankees.mlb.com/det/roster/40-man/	Michael Fulmer	http://m.yankees.mlb.com/player/605242/michael-fulmer
http://m.yankees.mlb.com/det/roster/40-man/	Zac Reininger	http://m.yankees.mlb.com/player/643617/zac-reininger
http://m.yankees.mlb.com/det/roster/40-man/	John Hicks	http://m.yankees.mlb.com/player/543308/john-hicks
http://m.yankees.mlb.com/det/roster/40-man/	Jairo Labourt	http://m.yankees.mlb.com/player/607951/jairo-labourt
http://m.yankees.mlb.com/det/roster/40-man/	Grayson Greiner	http://m.yankees.mlb.com/player/606988/grayson-greiner
http://m.yankees.mlb.com/det/roster/40-man/	Dixon Machado	http://m.yankees.mlb.com/player/553988/dixon-machado
http://m.yankees.mlb.com/det/roster/40-man/	Chad Bell	http://m.yankees.mlb.com/player/518445/chad-bell
http://m.yankees.mlb.com/det/roster/40-man/	Shane Greene	http://m.yankees.mlb.com/player/572888/shane-greene
http://m.yankees.mlb.com/det/roster/40-man/	Ryan Carpenter	http://m.yankees.mlb.com/player/543001/ryan-carpenter
http://m.yankees.mlb.com/det/roster/40-man/	Jose Iglesias	http://m.yankees.mlb.com/player/578428/jose-iglesias
http://m.yankees.mlb.com/det/roster/40-man/	Blaine Hardy	http://m.yankees.mlb.com/player/543278/blaine-hardy
http://m.yankees.mlb.com/det/roster/40-man/	Bruce Rondon	http://m.yankees.mlb.com/player/541652/bruce-rondon
http://m.yankees.mlb.com/det/roster/40-man/	Joe Jimenez	http://m.yankees.mlb.com/player/641729/joe-jimenez
http://m.yankees.mlb.com/det/roster/40-man/	Matthew Boyd	http://m.yankees.mlb.com/player/571510/matthew-boyd
http://m.yankees.mlb.com/det/roster/40-man/	Miguel Cabrera	http://m.yankees.mlb.com/player/408234/miguel-cabrera
http://m.yankees.mlb.com/det/roster/40-man/	Alex Wilson	http://m.yankees.mlb.com/player/543935/alex-wilson
http://m.yankees.mlb.com/det/roster/40-man/	Eduardo Jimenez	http://m.yankees.mlb.com/player/621592/eduardo-jimenez
http://m.yankees.mlb.com/det/roster/40-man/	Gerson Moreno	http://m.yankees.mlb.com/player/642575/gerson-moreno
http://m.yankees.mlb.com/det/roster/40-man/	JaCoby Jones	http://m.yankees.mlb.com/player/592444/jacoby-jones
http://m.yankees.mlb.com/det/roster/40-man/	Jeimer Candelario	http://m.yankees.mlb.com/player/600869/jeimer-candelario
http://m.yankees.mlb.com/det/roster/40-man/	Ian Kinsler	http://m.yankees.mlb.com/player/435079/ian-kinsler
http://m.yankees.mlb.com/det/roster/40-man/	Sergio Alcantara	http://m.yankees.mlb.com/player/642727/sergio-alcantara
http://m.yankees.mlb.com/det/roster/40-man/	Dawel Lugo	http://m.yankees.mlb.com/player/608475/dawel-lugo
http://m.yankees.mlb.com/det/roster/40-man/	Artie Lewicki	http://m.yankees.mlb.com/player/592499/artie-lewicki
http://m.yankees.mlb.com/det/roster/40-man/	Buck Farmer	http://m.yankees.mlb.com/player/571656/buck-farmer
http://m.yankees.mlb.com/det/roster/40-man/	Victor Martinez	http://m.yankees.mlb.com/player/400121/victor-martinez
http://m.yankees.mlb.com/det/roster/40-man/	Sandy Baez	http://m.yankees.mlb.com/player/622783/sandy-baez
http://m.yankees.mlb.com/det/roster/40-man/	Spencer Turnbull	http://m.yankees.mlb.com/player/605513/spencer-turnbull
http://m.yankees.mlb.com/det/roster/40-man/	Daniel Norris	http://m.yankees.mlb.com/player/596057/daniel-norris
http://m.yankees.mlb.com/det/roster/40-man/	Nicholas Castellanos	http://m.yankees.mlb.com/player/592206/nicholas-castellanos
http://m.yankees.mlb.com/det/roster/40-man/	Drew VerHagen	http://m.yankees.mlb.com/player/572403/drew-verhagen
http://m.yankees.mlb.com/det/roster/40-man/	Mike Gerber	http://m.yankees.mlb.com/player/595222/mike-gerber
http://m.yankees.mlb.com/det/roster/40-man/	Victor Alcantara	http://m.yankees.mlb.com/player/622505/victor-alcantara
web-scraper-start-url	playerlink	playerlink-href
http://m.yankees.mlb.com/cws/roster/40-man/	Jake Petricka	http://m.yankees.mlb.com/player/502593/jake-petricka
http://m.yankees.mlb.com/cws/roster/40-man/	Nicky Delmonico	http://m.yankees.mlb.com/player/547170/nicky-delmonico
http://m.yankees.mlb.com/cws/roster/40-man/	Tyler Saladino	http://m.yankees.mlb.com/player/573135/tyler-saladino
http://m.yankees.mlb.com/cws/roster/40-man/	Willy Garcia	http://m.yankees.mlb.com/player/591994/willy-garcia
http://m.yankees.mlb.com/cws/roster/40-man/	Ian Clarkin	http://m.yankees.mlb.com/player/624420/ian-clarkin
http://m.yankees.mlb.com/cws/roster/40-man/	Luis Alexander Basabe	http://m.yankees.mlb.com/player/642772/luis-alexander-basabe
http://m.yankees.mlb.com/cws/roster/40-man/	Carlos Rodon	http://m.yankees.mlb.com/player/607074/carlos-rodon
http://m.yankees.mlb.com/cws/roster/40-man/	Matt Davidson	http://m.yankees.mlb.com/player/571602/matt-davidson
http://m.yankees.mlb.com/cws/roster/40-man/	Eloy Jimenez	http://m.yankees.mlb.com/player/650391/eloy-jimenez
http://m.yankees.mlb.com/cws/roster/40-man/	James Shields	http://m.yankees.mlb.com/player/448306/james-shields
http://m.yankees.mlb.com/cws/roster/40-man/	Alen Hanson	http://m.yankees.mlb.com/player/593700/alen-hanson
http://m.yankees.mlb.com/cws/roster/40-man/	Daniel Palka	http://m.yankees.mlb.com/player/594953/daniel-palka
http://m.yankees.mlb.com/cws/roster/40-man/	Jacob May	http://m.yankees.mlb.com/player/594576/jacob-may
http://m.yankees.mlb.com/cws/roster/40-man/	Zach Putnam	http://m.yankees.mlb.com/player/474029/zach-putnam
http://m.yankees.mlb.com/cws/roster/40-man/	Nate Jones	http://m.yankees.mlb.com/player/518858/nate-jones
http://m.yankees.mlb.com/cws/roster/40-man/	Thyago Vieira	http://m.yankees.mlb.com/player/600986/thyago-vieira
http://m.yankees.mlb.com/cws/roster/40-man/	Juan Minaya	http://m.yankees.mlb.com/player/573668/juan-minaya
http://m.yankees.mlb.com/cws/roster/40-man/	Gregory Infante	http://m.yankees.mlb.com/player/500872/gregory-infante
http://m.yankees.mlb.com/cws/roster/40-man/	Avisail Garcia	http://m.yankees.mlb.com/player/541645/avisail-garcia
http://m.yankees.mlb.com/cws/roster/40-man/	Yolmer Sanchez	http://m.yankees.mlb.com/player/570560/yolmer-sanchez
http://m.yankees.mlb.com/cws/roster/40-man/	Ryan Cordell	http://m.yankees.mlb.com/player/641477/ryan-cordell
http://m.yankees.mlb.com/cws/roster/40-man/	Leury Garcia	http://m.yankees.mlb.com/player/544725/leury-garcia
http://m.yankees.mlb.com/cws/roster/40-man/	Charlie Tilson	http://m.yankees.mlb.com/player/605508/charlie-tilson
http://m.yankees.mlb.com/cws/roster/40-man/	Yoan Moncada	http://m.yankees.mlb.com/player/660162/yoan-moncada
http://m.yankees.mlb.com/cws/roster/40-man/	Aaron Bummer	http://m.yankees.mlb.com/player/607481/aaron-bummer
http://m.yankees.mlb.com/cws/roster/40-man/	Reynaldo Lopez	http://m.yankees.mlb.com/player/625643/reynaldo-lopez
http://m.yankees.mlb.com/cws/roster/40-man/	Tim Anderson	http://m.yankees.mlb.com/player/641313/tim-anderson
http://m.yankees.mlb.com/cws/roster/40-man/	Carson Fulmer	http://m.yankees.mlb.com/player/608334/carson-fulmer
http://m.yankees.mlb.com/cws/roster/40-man/	Omar Narvaez	http://m.yankees.mlb.com/player/553882/omar-narvaez
http://m.yankees.mlb.com/cws/roster/40-man/	Adam Engel	http://m.yankees.mlb.com/player/641553/adam-engel
http://m.yankees.mlb.com/cws/roster/40-man/	Al Alburquerque	http://m.yankees.mlb.com/player/456379/al-alburquerque
http://m.yankees.mlb.com/cws/roster/40-man/	Micker Adolfo	http://m.yankees.mlb.com/player/650520/micker-adolfo
http://m.yankees.mlb.com/cws/roster/40-man/	Lucas Giolito	http://m.yankees.mlb.com/player/608337/lucas-giolito
http://m.yankees.mlb.com/cws/roster/40-man/	Jose Abreu	http://m.yankees.mlb.com/player/547989/jose-abreu
http://m.yankees.mlb.com/cws/roster/40-man/	Danny Farquhar	http://m.yankees.mlb.com/player/543144/danny-farquhar
http://m.yankees.mlb.com/cws/roster/40-man/	Casey Gillaspie	http://m.yankees.mlb.com/player/656459/casey-gillaspie
http://m.yankees.mlb.com/cws/roster/40-man/	Dylan Covey	http://m.yankees.mlb.com/player/592229/dylan-covey
http://m.yankees.mlb.com/cws/roster/40-man/	Kevan Smith	http://m.yankees.mlb.com/player/607345/kevan-smith
http://m.yankees.mlb.com/cws/roster/40-man/	Jace Fry	http://m.yankees.mlb.com/player/605240/jace-fry
web-scraper-start-url	playerlink	playerlink-href
http://m.yankees.mlb.com/min/roster/40-man/	Eduardo Escobar	http://m.yankees.mlb.com/player/500871/eduardo-escobar
http://m.yankees.mlb.com/min/roster/40-man/	John Curtiss	http://m.yankees.mlb.com/player/595928/john-curtiss
http://m.yankees.mlb.com/min/roster/40-man/	Jason Castro	http://m.yankees.mlb.com/player/488771/jason-castro
http://m.yankees.mlb.com/min/roster/40-man/	Max Kepler	http://m.yankees.mlb.com/player/596146/max-kepler
http://m.yankees.mlb.com/min/roster/40-man/	Ehire Adrianza	http://m.yankees.mlb.com/player/501303/ehire-adrianza
http://m.yankees.mlb.com/min/roster/40-man/	Dietrich Enns	http://m.yankees.mlb.com/player/608650/dietrich-enns
http://m.yankees.mlb.com/min/roster/40-man/	Alan Busenitz	http://m.yankees.mlb.com/player/641427/alan-busenitz
http://m.yankees.mlb.com/min/roster/40-man/	J.T. Chargois	http://m.yankees.mlb.com/player/608638/jt-chargois
http://m.yankees.mlb.com/min/roster/40-man/	Fernando Romero	http://m.yankees.mlb.com/player/622864/fernando-romero
http://m.yankees.mlb.com/min/roster/40-man/	Taylor Rogers	http://m.yankees.mlb.com/player/573124/taylor-rogers
http://m.yankees.mlb.com/min/roster/40-man/	Trevor Hildenberger	http://m.yankees.mlb.com/player/657610/trevor-hildenberger
http://m.yankees.mlb.com/min/roster/40-man/	Joe Mauer	http://m.yankees.mlb.com/player/408045/joe-mauer
http://m.yankees.mlb.com/min/roster/40-man/	Kennys Vargas	http://m.yankees.mlb.com/player/573627/kennys-vargas
http://m.yankees.mlb.com/min/roster/40-man/	Ryan Pressly	http://m.yankees.mlb.com/player/519151/ryan-pressly
http://m.yankees.mlb.com/min/roster/40-man/	Ervin Santana	http://m.yankees.mlb.com/player/429722/ervin-santana
http://m.yankees.mlb.com/min/roster/40-man/	Brian Dozier	http://m.yankees.mlb.com/player/572821/brian-dozier
http://m.yankees.mlb.com/min/roster/40-man/	Stephen Gonsalves	http://m.yankees.mlb.com/player/624427/stephen-gonsalves
http://m.yankees.mlb.com/min/roster/40-man/	Zack Littell	http://m.yankees.mlb.com/player/641793/zack-littell
http://m.yankees.mlb.com/min/roster/40-man/	Adalberto Mejia	http://m.yankees.mlb.com/player/606167/adalberto-mejia
http://m.yankees.mlb.com/min/roster/40-man/	Robbie Grossman	http://m.yankees.mlb.com/player/543257/robbie-grossman
http://m.yankees.mlb.com/min/roster/40-man/	Miguel Sano	http://m.yankees.mlb.com/player/593934/miguel-sano
http://m.yankees.mlb.com/min/roster/40-man/	Phil Hughes	http://m.yankees.mlb.com/player/461833/phil-hughes
http://m.yankees.mlb.com/min/roster/40-man/	Byron Buxton	http://m.yankees.mlb.com/player/621439/byron-buxton
http://m.yankees.mlb.com/min/roster/40-man/	Eddie Rosario	http://m.yankees.mlb.com/player/592696/eddie-rosario
http://m.yankees.mlb.com/min/roster/40-man/	Aaron Slegers	http://m.yankees.mlb.com/player/642083/aaron-slegers
http://m.yankees.mlb.com/min/roster/40-man/	Gabriel Moya	http://m.yankees.mlb.com/player/622382/gabriel-moya
http://m.yankees.mlb.com/min/roster/40-man/	Kyle Gibson	http://m.yankees.mlb.com/player/502043/kyle-gibson
http://m.yankees.mlb.com/min/roster/40-man/	Buddy Boshers	http://m.yankees.mlb.com/player/542953/buddy-boshers
http://m.yankees.mlb.com/min/roster/40-man/	Lewis Thorpe	http://m.yankees.mlb.com/player/626929/lewis-thorpe
http://m.yankees.mlb.com/min/roster/40-man/	Jose Berrios	http://m.yankees.mlb.com/player/621244/jose-berrios
http://m.yankees.mlb.com/min/roster/40-man/	Zack Granite	http://m.yankees.mlb.com/player/643335/zack-granite
http://m.yankees.mlb.com/min/roster/40-man/	Trevor May	http://m.yankees.mlb.com/player/543507/trevor-may
http://m.yankees.mlb.com/min/roster/40-man/	Jorge Polanco	http://m.yankees.mlb.com/player/593871/jorge-polanco
http://m.yankees.mlb.com/min/roster/40-man/	Mitch Garver	http://m.yankees.mlb.com/player/641598/mitch-garver
http://m.yankees.mlb.com/min/roster/40-man/	Felix Jorge	http://m.yankees.mlb.com/player/602928/felix-jorge
http://m.yankees.mlb.com/min/roster/40-man/	Tyler Duffey	http://m.yankees.mlb.com/player/608648/tyler-duffey
web-scraper-start-url	playerlink	playerlink-href
http://m.yankees.mlb.com/tex/roster/40-man/	Robinson Chirinos	http://m.yankees.mlb.com/player/455139/robinson-chirinos
http://m.yankees.mlb.com/tex/roster/40-man/	Yohander Mendez	http://m.yankees.mlb.com/player/622795/yohander-mendez
http://m.yankees.mlb.com/tex/roster/40-man/	Brett Nicholas	http://m.yankees.mlb.com/player/592592/brett-nicholas
http://m.yankees.mlb.com/tex/roster/40-man/	Hanser Alberto	http://m.yankees.mlb.com/player/593643/hanser-alberto
http://m.yankees.mlb.com/tex/roster/40-man/	Doug Fister	http://m.yankees.mlb.com/player/450729/doug-fister
http://m.yankees.mlb.com/tex/roster/40-man/	Jose Leclerc	http://m.yankees.mlb.com/player/600917/jose-leclerc
http://m.yankees.mlb.com/tex/roster/40-man/	Ariel Jurado	http://m.yankees.mlb.com/player/642558/ariel-jurado
http://m.yankees.mlb.com/tex/roster/40-man/	Ricardo Rodriguez	http://m.yankees.mlb.com/player/600965/ricardo-rodriguez
http://m.yankees.mlb.com/tex/roster/40-man/	Drew Robinson	http://m.yankees.mlb.com/player/592685/drew-robinson
http://m.yankees.mlb.com/tex/roster/40-man/	Juan Centeno	http://m.yankees.mlb.com/player/518542/juan-centeno
http://m.yankees.mlb.com/tex/roster/40-man/	Joe Palumbo	http://m.yankees.mlb.com/player/643478/joe-palumbo
http://m.yankees.mlb.com/tex/roster/40-man/	Jonathan Hernandez	http://m.yankees.mlb.com/player/642546/jonathan-hernandez
http://m.yankees.mlb.com/tex/roster/40-man/	Shin-Soo Choo	http://m.yankees.mlb.com/player/425783/shin-soo-choo
http://m.yankees.mlb.com/tex/roster/40-man/	Adrian Beltre	http://m.yankees.mlb.com/player/134181/adrian-beltre
http://m.yankees.mlb.com/tex/roster/40-man/	Brett Martin	http://m.yankees.mlb.com/player/656685/brett-martin
http://m.yankees.mlb.com/tex/roster/40-man/	Clayton Blackburn	http://m.yankees.mlb.com/player/607185/clayton-blackburn
http://m.yankees.mlb.com/tex/roster/40-man/	Nick Martinez	http://m.yankees.mlb.com/player/607259/nick-martinez
http://m.yankees.mlb.com/tex/roster/40-man/	Cole Hamels	http://m.yankees.mlb.com/player/430935/cole-hamels
http://m.yankees.mlb.com/tex/roster/40-man/	Keone Kela	http://m.yankees.mlb.com/player/605309/keone-kela
http://m.yankees.mlb.com/tex/roster/40-man/	Alex Claudio	http://m.yankees.mlb.com/player/592222/alex-claudio
http://m.yankees.mlb.com/tex/roster/40-man/	Willie Calhoun	http://m.yankees.mlb.com/player/641432/willie-calhoun
http://m.yankees.mlb.com/tex/roster/40-man/	Ronald Herrera	http://m.yankees.mlb.com/player/622703/ronald-herrera
http://m.yankees.mlb.com/tex/roster/40-man/	Matt Bush	http://m.yankees.mlb.com/player/456713/matt-bush
http://m.yankees.mlb.com/tex/roster/40-man/	Rougned Odor	http://m.yankees.mlb.com/player/596059/rougned-odor
http://m.yankees.mlb.com/tex/roster/40-man/	Delino DeShields	http://m.yankees.mlb.com/player/592261/delino-deshields
http://m.yankees.mlb.com/tex/roster/40-man/	Nomar Mazara	http://m.yankees.mlb.com/player/608577/nomar-mazara
http://m.yankees.mlb.com/tex/roster/40-man/	Joey Gallo	http://m.yankees.mlb.com/player/608336/joey-gallo
http://m.yankees.mlb.com/tex/roster/40-man/	Ronald Guzman	http://m.yankees.mlb.com/player/608597/ronald-guzman
http://m.yankees.mlb.com/tex/roster/40-man/	Connor Sadzeck	http://m.yankees.mlb.com/player/592712/connor-sadzeck
http://m.yankees.mlb.com/tex/roster/40-man/	A.J. Griffin	http://m.yankees.mlb.com/player/456167/aj-griffin
http://m.yankees.mlb.com/tex/roster/40-man/	Chi Chi Gonzalez	http://m.yankees.mlb.com/player/592346/chi-chi-gonzalez
http://m.yankees.mlb.com/tex/roster/40-man/	Jake Diekman	http://m.yankees.mlb.com/player/518617/jake-diekman
http://m.yankees.mlb.com/tex/roster/40-man/	Jose Trevino	http://m.yankees.mlb.com/player/624431/jose-trevino
http://m.yankees.mlb.com/tex/roster/40-man/	Nick Gardewine	http://m.yankees.mlb.com/player/643320/nick-gardewine
http://m.yankees.mlb.com/tex/roster/40-man/	Ryan Rua	http://m.yankees.mlb.com/player/607387/ryan-rua
http://m.yankees.mlb.com/tex/roster/40-man/	Jurickson Profar	http://m.yankees.mlb.com/player/595777/jurickson-profar
http://m.yankees.mlb.com/tex/roster/40-man/	Martin Perez	http://m.yankees.mlb.com/player/527048/martin-perez
http://m.yankees.mlb.com/tex/roster/40-man/	Elvis Andrus	http://m.yankees.mlb.com/player/462101/elvis-andrus
http://m.yankees.mlb.com/tex/roster/40-man/	Isiah Kiner-Falefa	http://m.yankees.mlb.com/player/643396/isiah-kiner-falefa
web-scraper-start-url	playerlink	playerlink-href
http://m.yankees.mlb.com/hou/roster/40-man/	Carlos Correa	http://m.yankees.mlb.com/player/621043/carlos-correa
http://m.yankees.mlb.com/hou/roster/40-man/	Marwin Gonzalez	http://m.yankees.mlb.com/player/503556/marwin-gonzalez
http://m.yankees.mlb.com/hou/roster/40-man/	Justin Verlander	http://m.yankees.mlb.com/player/434378/justin-verlander
http://m.yankees.mlb.com/hou/roster/40-man/	Brady Rodgers	http://m.yankees.mlb.com/player/572086/brady-rodgers
http://m.yankees.mlb.com/hou/roster/40-man/	A.J. Reed	http://m.yankees.mlb.com/player/607223/aj-reed
http://m.yankees.mlb.com/hou/roster/40-man/	Mike Fiers	http://m.yankees.mlb.com/player/571666/mike-fiers
http://m.yankees.mlb.com/hou/roster/40-man/	Josh Reddick	http://m.yankees.mlb.com/player/502210/josh-reddick
http://m.yankees.mlb.com/hou/roster/40-man/	Yuli Gurriel	http://m.yankees.mlb.com/player/493329/yuli-gurriel
http://m.yankees.mlb.com/hou/roster/40-man/	Brad Peacock	http://m.yankees.mlb.com/player/502748/brad-peacock
http://m.yankees.mlb.com/hou/roster/40-man/	Tyler White	http://m.yankees.mlb.com/player/643603/tyler-white
http://m.yankees.mlb.com/hou/roster/40-man/	Colin Moran	http://m.yankees.mlb.com/player/592567/colin-moran
http://m.yankees.mlb.com/hou/roster/40-man/	Will Harris	http://m.yankees.mlb.com/player/501789/will-harris
http://m.yankees.mlb.com/hou/roster/40-man/	Evan Gattis	http://m.yankees.mlb.com/player/594828/evan-gattis
http://m.yankees.mlb.com/hou/roster/40-man/	J.D. Davis	http://m.yankees.mlb.com/player/605204/jd-davis
http://m.yankees.mlb.com/hou/roster/40-man/	Preston Tucker	http://m.yankees.mlb.com/player/605512/preston-tucker
http://m.yankees.mlb.com/hou/roster/40-man/	Brian McCann	http://m.yankees.mlb.com/player/435263/brian-mccann
http://m.yankees.mlb.com/hou/roster/40-man/	Cionel Perez	http://m.yankees.mlb.com/player/672335/cionel-perez
http://m.yankees.mlb.com/hou/roster/40-man/	Joe Musgrove	http://m.yankees.mlb.com/player/605397/joe-musgrove
http://m.yankees.mlb.com/hou/roster/40-man/	Michael Feliz	http://m.yankees.mlb.com/player/593140/michael-feliz
http://m.yankees.mlb.com/hou/roster/40-man/	Chris Devenski	http://m.yankees.mlb.com/player/606965/chris-devenski
http://m.yankees.mlb.com/hou/roster/40-man/	Collin McHugh	http://m.yankees.mlb.com/player/543521/collin-mchugh
http://m.yankees.mlb.com/hou/roster/40-man/	George Springer	http://m.yankees.mlb.com/player/543807/george-springer
http://m.yankees.mlb.com/hou/roster/40-man/	Lance McCullers Jr.	http://m.yankees.mlb.com/player/621121/lance-mccullers-jr
http://m.yankees.mlb.com/hou/roster/40-man/	Jake Marisnick	http://m.yankees.mlb.com/player/545350/jake-marisnick
http://m.yankees.mlb.com/hou/roster/40-man/	Dallas Keuchel	http://m.yankees.mlb.com/player/572971/dallas-keuchel
http://m.yankees.mlb.com/hou/roster/40-man/	Ken Giles	http://m.yankees.mlb.com/player/571704/ken-giles
http://m.yankees.mlb.com/hou/roster/40-man/	Derek Fisher	http://m.yankees.mlb.com/player/605233/derek-fisher
http://m.yankees.mlb.com/hou/roster/40-man/	Dean Deetz	http://m.yankees.mlb.com/player/657209/dean-deetz
http://m.yankees.mlb.com/hou/roster/40-man/	Jandel Gustave	http://m.yankees.mlb.com/player/594311/jandel-gustave
http://m.yankees.mlb.com/hou/roster/40-man/	James Hoyt	http://m.yankees.mlb.com/player/624586/james-hoyt
http://m.yankees.mlb.com/hou/roster/40-man/	Charlie Morton	http://m.yankees.mlb.com/player/450203/charlie-morton
http://m.yankees.mlb.com/hou/roster/40-man/	Francis Martes	http://m.yankees.mlb.com/player/642564/francis-martes
http://m.yankees.mlb.com/hou/roster/40-man/	Jose Altuve	http://m.yankees.mlb.com/player/514888/jose-altuve
http://m.yankees.mlb.com/hou/roster/40-man/	David Paulino	http://m.yankees.mlb.com/player/600944/david-paulino
http://m.yankees.mlb.com/hou/roster/40-man/	Tony Sipp	http://m.yankees.mlb.com/player/448609/tony-sipp
